[1] ADD,umhaEY4lil,91628.00 
[503] SET_BUY_TRIGGER,CqOb5G0hB4,GAM,127.75 
[504] COMMIT_SELL,jzi5Fg2GGS 
[505] ADD,sYJRWa0Mih,71663.66 
[506] CANCEL_BUY,BqhMWgFe1n 
[507] SET_BUY_TRIGGER,xFrzsBbeiS,FCT,11.09 
[508] BUY,ojovZ9YLZM,JIK,144.68 
[509] CANCEL_BUY,ojovZ9YLZM 
[510] CANCEL_SET_BUY,ojovZ9YLZM,AUJ 
[511] DISPLAY_SUMMARY,BqhMWgFe1n 
[512] SET_BUY_AMOUNT,CqOb5G0hB4,JIK,740.93 
[513] SET_BUY_TRIGGER,CqOb5G0hB4,GTQ,444.31 
[514] QUOTE,sYJRWa0Mih,JGF 
[515] SELL,w69hSQMdyy,JHH,713.02 
[516] SET_BUY_TRIGGER,sYJRWa0Mih,JIK,169.82 
[517] CANCEL_BUY,CqOb5G0hB4 
[518] QUOTE,LwNQpkd8mr,GTQ 
[519] COMMIT_SELL,w69hSQMdyy 
[520] COMMIT_BUY,ojovZ9YLZM 
[521] DISPLAY_SUMMARY,jzi5Fg2GGS 
[522] SET_SELL_AMOUNT,kul4JJSoHc,JHH,651.27 
[523] CANCEL_SELL,xFrzsBbeiS 
[524] BUY,LwNQpkd8mr,UTF,580.65 
[525] CANCEL_SET_SELL,kul4JJSoHc,JHH 
[526] SELL,sYJRWa0Mih,JIK,529.02 
[527] QUOTE,kul4JJSoHc,WPJ 
[528] SET_SELL_AMOUNT,jzi5Fg2GGS,IHA,665.03 
[529] CANCEL_SET_BUY,umhaEY4lil,JGF 
[530] SET_SELL_TRIGGER,jzi5Fg2GGS,IHA,631.85 
[531] QUOTE,sYJRWa0Mih,AUJ 
[532] ADD,umhaEY4lil,92314.21 
[533] BUY,ojovZ9YLZM,HLU,107.34 
[534] DISPLAY_SUMMARY,w69hSQMdyy 
[535] ADD,xFrzsBbeiS,70795.03 
[536] COMMIT_BUY,LwNQpkd8mr 
[537] QUOTE,kul4JJSoHc,VNG 
[538] QUOTE,umhaEY4lil,QLE 
[539] DISPLAY_SUMMARY,jzi5Fg2GGS 
[540] SET_SELL_TRIGGER,jzi5Fg2GGS,ACY,177.86 
[541] DISPLAY_SUMMARY,BqhMWgFe1n 
[542] SET_BUY_AMOUNT,BqhMWgFe1n,GTQ,419.28 
[543] COMMIT_SELL,CqOb5G0hB4 
[544] DISPLAY_SUMMARY,LwNQpkd8mr 
[545] BUY,xFrzsBbeiS,ACY,341.19 
[546] ADD,CqOb5G0hB4,72429.71 
[547] SET_BUY_TRIGGER,BqhMWgFe1n,UJD,367.54 
[548] DISPLAY_SUMMARY,BqhMWgFe1n 
[549] QUOTE,umhaEY4lil,ZQG 
[550] SET_SELL_TRIGGER,BqhMWgFe1n,JIK,185.15 
[551] BUY,umhaEY4lil,WMG,38.50 
[552] BUY,jzi5Fg2GGS,GPV,463.05 
[553] COMMIT_BUY,jzi5Fg2GGS 
[554] SET_SELL_TRIGGER,jzi5Fg2GGS,XRS,19.74 
[555] COMMIT_BUY,ojovZ9YLZM 
[556] ADD,ojovZ9YLZM,69596.83 
[557] COMMIT_BUY,xFrzsBbeiS 
[558] CANCEL_SET_SELL,jzi5Fg2GGS,NZO 
[559] CANCEL_BUY,umhaEY4lil 
[560] BUY,ojovZ9YLZM,HBB,658.45 
[561] COMMIT_SELL,w69hSQMdyy 
[562] CANCEL_SET_BUY,LwNQpkd8mr,JGF 
[563] ADD,LwNQpkd8mr,72603.64 
[564] ADD,xFrzsBbeiS,83232.52 
[565] SELL,jzi5Fg2GGS,JHH,116.95 
[566] BUY,umhaEY4lil,ACY,567.86 
[567] COMMIT_SELL,sYJRWa0Mih 
[568] QUOTE,LwNQpkd8mr,OOP 
[569] COMMIT_BUY,ojovZ9YLZM 
[570] QUOTE,CqOb5G0hB4,VZP 
[571] BUY,LwNQpkd8mr,FCT,452.49 
[572] BUY,kul4JJSoHc,AUJ,530.31 
[573] CANCEL_SET_BUY,umhaEY4lil,GTQ 
[574] COMMIT_BUY,LwNQpkd8mr 
[575] BUY,w69hSQMdyy,JIK,749.79 
[576] COMMIT_BUY,w69hSQMdyy 
[577] ADD,kul4JJSoHc,72734.42 
[578] QUOTE,w69hSQMdyy,THF 
[579] QUOTE,w69hSQMdyy,QLE 
[580] SET_BUY_AMOUNT,LwNQpkd8mr,GTQ,698.76 
[581] DISPLAY_SUMMARY,CqOb5G0hB4 
[582] SET_BUY_TRIGGER,BqhMWgFe1n,WPJ,172.25 
[583] DISPLAY_SUMMARY,ojovZ9YLZM 
[584] ADD,umhaEY4lil,81329.43 
[585] BUY,xFrzsBbeiS,XAG,385.85 
[586] CANCEL_BUY,xFrzsBbeiS 
[587] QUOTE,umhaEY4lil,ZQG 
[588] QUOTE,kul4JJSoHc,AUJ 
[589] SELL,w69hSQMdyy,MAO,198.16 
[590] COMMIT_SELL,jzi5Fg2GGS 
[591] QUOTE,BqhMWgFe1n,QRQ 
[592] QUOTE,umhaEY4lil,EZK 
[593] QUOTE,sYJRWa0Mih,CMO 
[594] CANCEL_BUY,xFrzsBbeiS 
[595] BUY,umhaEY4lil,AME,303.04 
[596] SET_BUY_AMOUNT,umhaEY4lil,IHA,570.10 
[597] BUY,sYJRWa0Mih,FCT,354.17 
[598] CANCEL_SET_BUY,CqOb5G0hB4,HBB 
[599] DISPLAY_SUMMARY,xFrzsBbeiS 
[600] SELL,LwNQpkd8mr,JIK,38.30 
[601] CANCEL_SET_BUY,BqhMWgFe1n,HLU 
[602] COMMIT_SELL,BqhMWgFe1n 
[603] CANCEL_SET_SELL,CqOb5G0hB4,PXL 
[604] QUOTE,BqhMWgFe1n,IHA 
[605] DISPLAY_SUMMARY,ojovZ9YLZM 
[606] COMMIT_SELL,xFrzsBbeiS 
[607] SELL,LwNQpkd8mr,MAO,476.98 
[608] ADD,CqOb5G0hB4,77620.52 
[609] BUY,BqhMWgFe1n,CAK,69.93 
[610] COMMIT_BUY,BqhMWgFe1n 
[611] CANCEL_BUY,sYJRWa0Mih 
[612] SELL,jzi5Fg2GGS,MAO,496.41 
[613] COMMIT_SELL,BqhMWgFe1n 
[614] SET_BUY_TRIGGER,umhaEY4lil,VZP,296.24 
[615] COMMIT_SELL,w69hSQMdyy 
[616] SET_BUY_TRIGGER,jzi5Fg2GGS,ACY,96.76 
[617] CANCEL_SET_SELL,LwNQpkd8mr,HWU 
[618] SELL,w69hSQMdyy,JIK,128.92 
[619] CANCEL_SELL,umhaEY4lil 
[620] CANCEL_SELL,ojovZ9YLZM 
[621] SET_SELL_AMOUNT,w69hSQMdyy,JIK,622.81 
[622] QUOTE,CqOb5G0hB4,ACY 
[623] DISPLAY_SUMMARY,kul4JJSoHc 
[624] CANCEL_SET_SELL,BqhMWgFe1n,XAG 
[625] COMMIT_BUY,sYJRWa0Mih 
[626] CANCEL_SET_SELL,kul4JJSoHc,JEM 
[627] SELL,umhaEY4lil,IHA,450.68 
[628] DISPLAY_SUMMARY,sYJRWa0Mih 
[629] QUOTE,ojovZ9YLZM,IHA 
[630] QUOTE,CqOb5G0hB4,BKM 
[631] SET_SELL_TRIGGER,ojovZ9YLZM,MPD,141.87 
[632] SET_BUY_TRIGGER,umhaEY4lil,EWK,60.70 
[633] BUY,jzi5Fg2GGS,HBB,210.58 
[634] SET_SELL_AMOUNT,kul4JJSoHc,GTQ,604.77 
[635] CANCEL_BUY,xFrzsBbeiS 
[636] SET_SELL_AMOUNT,CqOb5G0hB4,JIK,8.53 
[637] ADD,BqhMWgFe1n,71978.20 
[638] QUOTE,umhaEY4lil,JIK 
[639] BUY,LwNQpkd8mr,MGF,211.40 
[640] SET_SELL_TRIGGER,w69hSQMdyy,JIK,402.69 
[641] CANCEL_SET_SELL,umhaEY4lil,CDQ 
[642] SELL,w69hSQMdyy,GTQ,695.42 
[643] SET_SELL_TRIGGER,kul4JJSoHc,GTQ,560.49 
[644] SET_SELL_AMOUNT,LwNQpkd8mr,GTQ,311.04 
[645] QUOTE,BqhMWgFe1n,WMG 
[646] SELL,BqhMWgFe1n,IHA,218.52 
[647] COMMIT_SELL,umhaEY4lil 
[648] SET_BUY_TRIGGER,jzi5Fg2GGS,HBB,50.91 
[649] CANCEL_SET_SELL,xFrzsBbeiS,EWK 
[650] CANCEL_SELL,kul4JJSoHc 
[651] SELL,sYJRWa0Mih,MAO,478.74 
[652] SET_BUY_AMOUNT,w69hSQMdyy,GTQ,381.37 
[653] SET_BUY_TRIGGER,w69hSQMdyy,PXL,333.44 
[654] QUOTE,CqOb5G0hB4,XAG 
[655] CANCEL_SET_SELL,kul4JJSoHc,CAK 
[656] SET_SELL_TRIGGER,CqOb5G0hB4,JIK,4.61 
[657] BUY,jzi5Fg2GGS,HBB,35.66 
[658] COMMIT_SELL,BqhMWgFe1n 
[659] COMMIT_SELL,CqOb5G0hB4 
[660] BUY,LwNQpkd8mr,MAO,617.21 
[661] COMMIT_BUY,LwNQpkd8mr 
[662] COMMIT_SELL,umhaEY4lil 
[663] SET_SELL_AMOUNT,LwNQpkd8mr,MAO,516.25 
[664] SET_BUY_TRIGGER,umhaEY4lil,XRS,163.47 
[665] QUOTE,umhaEY4lil,ZQG 
[666] SET_SELL_TRIGGER,jzi5Fg2GGS,WKQ,144.92 
[667] CANCEL_SELL,jzi5Fg2GGS 
[668] DISPLAY_SUMMARY,BqhMWgFe1n 
[669] BUY,umhaEY4lil,UTF,436.86 
[670] COMMIT_SELL,CqOb5G0hB4 
[671] SET_SELL_TRIGGER,LwNQpkd8mr,MAO,446.09 
[672] QUOTE,CqOb5G0hB4,MAO 
[673] DISPLAY_SUMMARY,ojovZ9YLZM 
[674] CANCEL_SET_SELL,umhaEY4lil,MGF 
[675] COMMIT_BUY,BqhMWgFe1n 
[676] SELL,w69hSQMdyy,IHA,220.33 
[677] QUOTE,xFrzsBbeiS,EZK 
[678] QUOTE,ojovZ9YLZM,QDS 
[679] SET_BUY_TRIGGER,kul4JJSoHc,VZP,144.91 
[680] QUOTE,xFrzsBbeiS,QDS 
[681] BUY,xFrzsBbeiS,JIS,736.06 
[682] DISPLAY_SUMMARY,jzi5Fg2GGS 
[683] SET_SELL_TRIGGER,w69hSQMdyy,CDQ,84.90 
[684] SELL,w69hSQMdyy,JIK,136.28 
[685] SET_SELL_TRIGGER,umhaEY4lil,QRQ,45.73 
[686] BUY,ojovZ9YLZM,ACY,477.45 
[687] COMMIT_SELL,w69hSQMdyy 
[688] CANCEL_SET_SELL,BqhMWgFe1n,XRS 
[689] COMMIT_BUY,LwNQpkd8mr 
[690] SET_BUY_AMOUNT,CqOb5G0hB4,JHH,359.92 
[691] CANCEL_SELL,sYJRWa0Mih 
[692] ADD,umhaEY4lil,74201.56 
[693] ADD,sYJRWa0Mih,55257.29 
[694] SELL,sYJRWa0Mih,JIK,663.85 
[695] QUOTE,sYJRWa0Mih,RGP 
[696] SET_BUY_TRIGGER,ojovZ9YLZM,GJT,20.85 
[697] CANCEL_SET_BUY,kul4JJSoHc,AME 
[698] SELL,LwNQpkd8mr,IHA,634.49 
[699] CANCEL_SET_BUY,w69hSQMdyy,THF 
[700] CANCEL_BUY,LwNQpkd8mr 
[701] SELL,xFrzsBbeiS,THF,483.69 
[702] CANCEL_SET_SELL,BqhMWgFe1n,GJT 
[703] QUOTE,kul4JJSoHc,VZP 
[704] DISPLAY_SUMMARY,ojovZ9YLZM 
[705] DISPLAY_SUMMARY,w69hSQMdyy 
[706] BUY,sYJRWa0Mih,ZQG,678.10 
[707] SET_BUY_TRIGGER,CqOb5G0hB4,JIS,300.90 
[708] SELL,ojovZ9YLZM,MAO,46.32 
[709] COMMIT_SELL,ojovZ9YLZM 
[710] CANCEL_SET_BUY,ojovZ9YLZM,WMG 
[711] BUY,w69hSQMdyy,HWU,657.51 
[712] BUY,sYJRWa0Mih,VZP,258.88 
[713] CANCEL_BUY,sYJRWa0Mih 
[714] COMMIT_SELL,LwNQpkd8mr 
[715] COMMIT_SELL,xFrzsBbeiS 
[716] CANCEL_SELL,CqOb5G0hB4 
[717] SET_SELL_AMOUNT,sYJRWa0Mih,GTQ,666.55 
[718] CANCEL_SET_SELL,ojovZ9YLZM,FPH 
[719] SET_BUY_TRIGGER,xFrzsBbeiS,CAK,100.06 
[720] BUY,umhaEY4lil,JEM,209.35 
[721] COMMIT_BUY,w69hSQMdyy 
[722] BUY,xFrzsBbeiS,NZO,517.72 
[723] CANCEL_SELL,CqOb5G0hB4 
[724] SET_SELL_TRIGGER,sYJRWa0Mih,GTQ,663.32 
[725] CANCEL_BUY,sYJRWa0Mih 
[726] CANCEL_SELL,CqOb5G0hB4 
[727] COMMIT_SELL,w69hSQMdyy 
[728] BUY,kul4JJSoHc,EZK,92.84 
[729] COMMIT_BUY,sYJRWa0Mih 
[730] SET_SELL_AMOUNT,xFrzsBbeiS,JHH,205.55 
[731] SELL,LwNQpkd8mr,JIK,428.23 
[732] DISPLAY_SUMMARY,w69hSQMdyy 
[733] CANCEL_SET_SELL,xFrzsBbeiS,JHH 
[734] SET_SELL_TRIGGER,sYJRWa0Mih,JHH,199.55 
[735] COMMIT_BUY,umhaEY4lil 
[736] SELL,BqhMWgFe1n,JIK,425.09 
[737] CANCEL_SET_BUY,ojovZ9YLZM,XAG 
[738] COMMIT_SELL,jzi5Fg2GGS 
[739] BUY,jzi5Fg2GGS,QRQ,190.02 
[740] COMMIT_SELL,BqhMWgFe1n 
[741] QUOTE,kul4JJSoHc,RGP 
[742] COMMIT_SELL,CqOb5G0hB4 
[743] BUY,w69hSQMdyy,CAK,236.19 
[744] CANCEL_BUY,umhaEY4lil 
[745] COMMIT_SELL,CqOb5G0hB4 
[746] QUOTE,w69hSQMdyy,UTF 
[747] CANCEL_BUY,w69hSQMdyy 
[748] QUOTE,w69hSQMdyy,AME 
[749] COMMIT_SELL,LwNQpkd8mr 
[750] CANCEL_SET_SELL,w69hSQMdyy,XAG 
[751] CANCEL_BUY,CqOb5G0hB4 
[752] CANCEL_SET_BUY,sYJRWa0Mih,HLU 
[753] ADD,sYJRWa0Mih,55838.69 
[754] COMMIT_BUY,CqOb5G0hB4 
[755] SET_BUY_TRIGGER,ojovZ9YLZM,VZP,46.76 
[756] COMMIT_BUY,jzi5Fg2GGS 
[757] CANCEL_SELL,LwNQpkd8mr 
[758] COMMIT_SELL,w69hSQMdyy 
[759] CANCEL_BUY,jzi5Fg2GGS 
[760] COMMIT_BUY,w69hSQMdyy 
[761] CANCEL_SET_BUY,umhaEY4lil,BUK 
[762] BUY,ojovZ9YLZM,MPD,329.65 
[763] CANCEL_SET_SELL,LwNQpkd8mr,NZO 
[764] COMMIT_BUY,ojovZ9YLZM 
[765] SET_BUY_TRIGGER,umhaEY4lil,QLE,0.90 
[766] SET_BUY_TRIGGER,jzi5Fg2GGS,HWU,39.19 
[767] SET_SELL_AMOUNT,kul4JJSoHc,GTQ,343.92 
[768] SELL,BqhMWgFe1n,JIK,695.85 
[769] SET_BUY_AMOUNT,sYJRWa0Mih,GTQ,720.75 
[770] ADD,jzi5Fg2GGS,69804.14 
[771] SELL,sYJRWa0Mih,GTQ,727.43 
[772] QUOTE,LwNQpkd8mr,JIS 
[773] ADD,umhaEY4lil,75315.18 
[774] COMMIT_SELL,sYJRWa0Mih 
[775] ADD,w69hSQMdyy,56579.37 
[776] COMMIT_SELL,BqhMWgFe1n 
[777] BUY,jzi5Fg2GGS,QRQ,557.58 
[778] QUOTE,umhaEY4lil,RGP 
[779] DISPLAY_SUMMARY,ojovZ9YLZM 
[780] DISPLAY_SUMMARY,xFrzsBbeiS 
[781] CANCEL_SELL,w69hSQMdyy 
[782] SET_SELL_TRIGGER,kul4JJSoHc,GTQ,187.25 
[783] CANCEL_SET_SELL,sYJRWa0Mih,GAM 
[784] BUY,w69hSQMdyy,ACY,165.21 
[785] QUOTE,LwNQpkd8mr,THF 
[786] CANCEL_SELL,ojovZ9YLZM 
[787] QUOTE,LwNQpkd8mr,JHH 
[788] SET_SELL_TRIGGER,jzi5Fg2GGS,UJD,8.41 
[789] SELL,sYJRWa0Mih,JIK,689.46 
[790] BUY,LwNQpkd8mr,XRS,617.52 
[791] CANCEL_SET_BUY,BqhMWgFe1n,YGD 
[792] CANCEL_BUY,umhaEY4lil 
[793] BUY,umhaEY4lil,AME,553.79 
[794] SELL,ojovZ9YLZM,CAK,425.79 
[795] CANCEL_SET_BUY,CqOb5G0hB4,JHH 
[796] COMMIT_SELL,sYJRWa0Mih 
[797] SET_SELL_AMOUNT,ojovZ9YLZM,GTQ,180.39 
[798] COMMIT_SELL,xFrzsBbeiS 
[799] CANCEL_BUY,kul4JJSoHc 
[800] BUY,kul4JJSoHc,OOP,36.51 
[801] COMMIT_BUY,LwNQpkd8mr 
[802] CANCEL_SELL,sYJRWa0Mih 
[803] BUY,sYJRWa0Mih,FCT,389.82 
[804] CANCEL_SET_SELL,jzi5Fg2GGS,MGF 
[805] QUOTE,LwNQpkd8mr,RGP 
[806] BUY,jzi5Fg2GGS,AME,148.93 
[807] COMMIT_BUY,sYJRWa0Mih 
[808] SET_BUY_AMOUNT,LwNQpkd8mr,JZV,264.24 
[809] COMMIT_BUY,w69hSQMdyy 
[810] DISPLAY_SUMMARY,xFrzsBbeiS 
[811] SET_BUY_TRIGGER,BqhMWgFe1n,UTF,30.63 
[812] COMMIT_BUY,kul4JJSoHc 
[813] DISPLAY_SUMMARY,w69hSQMdyy 
[814] ADD,BqhMWgFe1n,82181.67 
[815] DISPLAY_SUMMARY,jzi5Fg2GGS 
[816] CANCEL_SELL,w69hSQMdyy 
[817] DISPLAY_SUMMARY,xFrzsBbeiS 
[818] CANCEL_SELL,umhaEY4lil 
[819] CANCEL_BUY,w69hSQMdyy 
[820] CANCEL_BUY,CqOb5G0hB4 
[821] CANCEL_SET_BUY,LwNQpkd8mr,NZO 
[822] SET_BUY_TRIGGER,xFrzsBbeiS,UTF,97.59 
[823] BUY,LwNQpkd8mr,XZF,54.48 
[824] COMMIT_SELL,CqOb5G0hB4 
[825] SET_SELL_AMOUNT,BqhMWgFe1n,IHA,514.16 
[826] SET_SELL_TRIGGER,ojovZ9YLZM,GTQ,32.22 
[827] COMMIT_BUY,jzi5Fg2GGS 
[828] BUY,CqOb5G0hB4,CMO,106.49 
[829] BUY,w69hSQMdyy,WMG,509.66 
[830] DISPLAY_SUMMARY,ojovZ9YLZM 
[831] QUOTE,LwNQpkd8mr,ACY 
[832] CANCEL_SET_BUY,xFrzsBbeiS,AME 
[833] COMMIT_BUY,umhaEY4lil 
[834] COMMIT_BUY,w69hSQMdyy 
[835] ADD,jzi5Fg2GGS,71643.06 
[836] SET_BUY_TRIGGER,xFrzsBbeiS,QDS,123.00 
[837] SELL,sYJRWa0Mih,JHH,54.86 
[838] COMMIT_SELL,sYJRWa0Mih 
[839] QUOTE,w69hSQMdyy,WPJ 
[840] QUOTE,jzi5Fg2GGS,NZO 
[841] QUOTE,jzi5Fg2GGS,CAK 
[842] SET_SELL_AMOUNT,jzi5Fg2GGS,GAM,113.75 
[843] BUY,BqhMWgFe1n,UTF,5.20 
[844] CANCEL_SET_SELL,xFrzsBbeiS,JHH 
[845] COMMIT_SELL,LwNQpkd8mr 
[846] CANCEL_SELL,ojovZ9YLZM 
[847] QUOTE,ojovZ9YLZM,WPJ 
[848] BUY,w69hSQMdyy,WKQ,5.23 
[849] COMMIT_BUY,w69hSQMdyy 
[850] BUY,kul4JJSoHc,EZK,460.97 
[851] CANCEL_SET_BUY,ojovZ9YLZM,JZV 
[852] COMMIT_BUY,ojovZ9YLZM 
[853] CANCEL_BUY,w69hSQMdyy 
[854] COMMIT_BUY,LwNQpkd8mr 
[855] DISPLAY_SUMMARY,umhaEY4lil 
[856] COMMIT_SELL,xFrzsBbeiS 
[857] SET_BUY_TRIGGER,ojovZ9YLZM,RGP,31.70 
[858] BUY,LwNQpkd8mr,GAM,278.87 
[859] COMMIT_BUY,LwNQpkd8mr 
[860] SELL,LwNQpkd8mr,THF,422.55 
[861] COMMIT_BUY,BqhMWgFe1n 
[862] DISPLAY_SUMMARY,w69hSQMdyy 
[863] BUY,w69hSQMdyy,UTF,674.55 
[864] SELL,BqhMWgFe1n,IHA,606.34 
[865] SET_SELL_AMOUNT,xFrzsBbeiS,THF,621.25 
[866] QUOTE,umhaEY4lil,IHA 
[867] ADD,ojovZ9YLZM,110974.66 
[868] DISPLAY_SUMMARY,sYJRWa0Mih 
[869] QUOTE,umhaEY4lil,QLE 
[870] CANCEL_SET_SELL,xFrzsBbeiS,THF 
[871] COMMIT_BUY,w69hSQMdyy 
[872] BUY,ojovZ9YLZM,PXL,626.08 
[873] BUY,kul4JJSoHc,OWG,271.30 
[874] SET_SELL_TRIGGER,jzi5Fg2GGS,GAM,67.95 
[875] SET_SELL_TRIGGER,ojovZ9YLZM,JIK,18.76 
[876] COMMIT_BUY,CqOb5G0hB4 
[877] COMMIT_BUY,kul4JJSoHc 
[878] CANCEL_BUY,ojovZ9YLZM 
[879] SET_SELL_AMOUNT,ojovZ9YLZM,THF,642.38 
[880] ADD,w69hSQMdyy,76166.19 
[881] QUOTE,w69hSQMdyy,MAO 
[882] CANCEL_SET_BUY,CqOb5G0hB4,EWK 
[883] SET_BUY_TRIGGER,xFrzsBbeiS,JIK,130.57 
[884] CANCEL_SET_BUY,sYJRWa0Mih,UTF 
[885] CANCEL_SELL,umhaEY4lil 
[886] CANCEL_SET_BUY,xFrzsBbeiS,GPV 
[887] SET_SELL_AMOUNT,xFrzsBbeiS,JIK,524.88 
[888] BUY,w69hSQMdyy,MPD,716.65 
[889] COMMIT_SELL,jzi5Fg2GGS 
[890] CANCEL_SET_BUY,BqhMWgFe1n,CDQ 
[891] QUOTE,BqhMWgFe1n,OOP 
[892] SELL,umhaEY4lil,MAO,30.71 
[893] BUY,BqhMWgFe1n,GAM,286.96 
[894] DISPLAY_SUMMARY,jzi5Fg2GGS 
[895] SELL,ojovZ9YLZM,JHH,595.59 
[896] SET_BUY_TRIGGER,umhaEY4lil,VNG,69.94 
[897] BUY,sYJRWa0Mih,EWK,190.55 
[898] COMMIT_BUY,BqhMWgFe1n 
[899] SET_BUY_TRIGGER,w69hSQMdyy,ACY,135.14 
[900] COMMIT_SELL,ojovZ9YLZM 
[901] COMMIT_BUY,sYJRWa0Mih 
[902] SELL,sYJRWa0Mih,IHA,243.33 
[903] BUY,umhaEY4lil,QLE,741.22 
[904] QUOTE,BqhMWgFe1n,AUJ 
[905] QUOTE,CqOb5G0hB4,XRS 
[906] COMMIT_BUY,LwNQpkd8mr 
[907] COMMIT_SELL,jzi5Fg2GGS 
[908] DISPLAY_SUMMARY,LwNQpkd8mr 
[909] BUY,BqhMWgFe1n,CDQ,358.98 
[910] SET_SELL_TRIGGER,xFrzsBbeiS,JIK,509.14 
[911] CANCEL_BUY,kul4JJSoHc 
[912] SET_BUY_AMOUNT,LwNQpkd8mr,GAM,627.87 
[913] DISPLAY_SUMMARY,ojovZ9YLZM 
[914] COMMIT_SELL,kul4JJSoHc 
[915] SELL,w69hSQMdyy,JHH,659.19 
[916] QUOTE,kul4JJSoHc,WMG 
[917] COMMIT_SELL,sYJRWa0Mih 
[918] SET_BUY_AMOUNT,ojovZ9YLZM,CAK,34.01 
[919] CANCEL_SET_BUY,LwNQpkd8mr,UJD 
[920] BUY,kul4JJSoHc,WPJ,504.28 
[921] SELL,xFrzsBbeiS,MAO,65.83 
[922] SET_BUY_AMOUNT,LwNQpkd8mr,JIK,22.49 
[923] SET_BUY_TRIGGER,ojovZ9YLZM,FPH,3.62 
[924] SELL,BqhMWgFe1n,MAO,516.91 
[925] BUY,CqOb5G0hB4,MPD,221.02 
[926] SET_BUY_AMOUNT,kul4JJSoHc,IHA,131.50 
[927] COMMIT_BUY,CqOb5G0hB4 
[928] CANCEL_SET_SELL,ojovZ9YLZM,THF 
[929] COMMIT_SELL,xFrzsBbeiS 
[930] CANCEL_BUY,jzi5Fg2GGS 
[931] ADD,CqOb5G0hB4,50397.07 
[932] SELL,ojovZ9YLZM,GTQ,708.52 
[933] SELL,sYJRWa0Mih,THF,354.13 
[934] COMMIT_BUY,umhaEY4lil 
[935] COMMIT_SELL,ojovZ9YLZM 
[936] DISPLAY_SUMMARY,jzi5Fg2GGS 
[937] QUOTE,CqOb5G0hB4,JIK 
[938] SET_BUY_TRIGGER,kul4JJSoHc,UTF,28.09 
[939] BUY,CqOb5G0hB4,ACY,72.38 
[940] COMMIT_BUY,ojovZ9YLZM 
[941] COMMIT_SELL,xFrzsBbeiS 
[942] SELL,xFrzsBbeiS,JIK,365.00 
[943] SET_BUY_TRIGGER,LwNQpkd8mr,QDS,9.67 
[944] SET_SELL_AMOUNT,ojovZ9YLZM,JHH,108.53 
[945] SELL,kul4JJSoHc,MAO,588.40 
[946] COMMIT_BUY,jzi5Fg2GGS 
[947] DISPLAY_SUMMARY,umhaEY4lil 
[948] COMMIT_SELL,w69hSQMdyy 
[949] COMMIT_SELL,BqhMWgFe1n 
[950] DISPLAY_SUMMARY,umhaEY4lil 
[951] COMMIT_SELL,kul4JJSoHc 
[952] SET_SELL_TRIGGER,ojovZ9YLZM,JHH,75.03 
[953] COMMIT_SELL,xFrzsBbeiS 
[954] SET_BUY_TRIGGER,BqhMWgFe1n,QDS,42.14 
[955] SET_BUY_TRIGGER,LwNQpkd8mr,RGP,52.84 
[956] SET_SELL_AMOUNT,BqhMWgFe1n,JHH,363.50 
[957] CANCEL_SET_BUY,umhaEY4lil,XAG 
[958] BUY,jzi5Fg2GGS,GTQ,268.71 
[959] CANCEL_SELL,jzi5Fg2GGS 
[960] DISPLAY_SUMMARY,jzi5Fg2GGS 
[961] QUOTE,umhaEY4lil,MAO 
[962] CANCEL_BUY,xFrzsBbeiS 
[963] CANCEL_SET_SELL,BqhMWgFe1n,JHH 
[964] SELL,sYJRWa0Mih,JIK,361.61 
[965] CANCEL_SELL,sYJRWa0Mih 
[966] DISPLAY_SUMMARY,jzi5Fg2GGS 
[967] SET_SELL_AMOUNT,LwNQpkd8mr,GAM,236.61 
[968] COMMIT_BUY,w69hSQMdyy 
[969] SELL,BqhMWgFe1n,MAO,569.55 
[970] COMMIT_SELL,BqhMWgFe1n 
[971] CANCEL_SET_BUY,BqhMWgFe1n,HLU 
[972] CANCEL_SELL,xFrzsBbeiS 
[973] ADD,kul4JJSoHc,75757.10 
[974] CANCEL_BUY,jzi5Fg2GGS 
[975] CANCEL_SELL,CqOb5G0hB4 
[976] SET_SELL_TRIGGER,LwNQpkd8mr,GAM,170.14 
[977] BUY,sYJRWa0Mih,AME,28.13 
[978] ADD,w69hSQMdyy,77492.56 
[979] DISPLAY_SUMMARY,CqOb5G0hB4 
[980] QUOTE,kul4JJSoHc,QRQ 
[981] COMMIT_SELL,ojovZ9YLZM 
[982] ADD,umhaEY4lil,62338.22 
[983] CANCEL_BUY,LwNQpkd8mr 
[984] BUY,LwNQpkd8mr,IHA,691.83 
[985] QUOTE,sYJRWa0Mih,JIS 
[986] SET_SELL_TRIGGER,sYJRWa0Mih,FPH,199.89 
[987] DISPLAY_SUMMARY,BqhMWgFe1n 
[988] COMMIT_BUY,LwNQpkd8mr 
[989] CANCEL_SELL,xFrzsBbeiS 
[990] BUY,umhaEY4lil,GJT,397.26 
[991] COMMIT_BUY,w69hSQMdyy 
[992] ADD,jzi5Fg2GGS,73523.83 
[993] QUOTE,kul4JJSoHc,GPV 
[994] SELL,LwNQpkd8mr,THF,386.19 
[995] QUOTE,w69hSQMdyy,BKM 
[996] CANCEL_SET_SELL,CqOb5G0hB4,HWU 
[997] DISPLAY_SUMMARY,xFrzsBbeiS 
[998] CANCEL_BUY,kul4JJSoHc 
