[1] ADD,lLn3fa1FIk,75576.00 
[515] SELL,7Jo2brvLiF,YDD,552.01 
[516] ADD,LtO7mQU2OX,69139.23 
[517] SET_SELL_AMOUNT,x8GMbOCXJX,QJZ,584.86 
[518] BUY,xKgBJKhIlx,PXF,100.09 
[519] COMMIT_BUY,xKgBJKhIlx 
[520] QUOTE,0oVAF91nA3,SVV 
[521] QUOTE,hQaIWhluU7,DWC 
[522] COMMIT_BUY,kryOHlcACM 
[523] COMMIT_BUY,xETyPXWhj9 
[524] COMMIT_SELL,FLeNlw500v 
[525] DISPLAY_SUMMARY,kESyNMCJeA 
[526] QUOTE,xRR8b3q6bp,KRX 
[527] CANCEL_BUY,kMcjEkmbDd 
[528] BUY,n9qniWnHrs,GJQ,315.32 
[529] SELL,hBEPbg75Qp,MMF,204.00 
[530] SET_SELL_AMOUNT,vmBnGlfW5S,XZO,452.73 
[531] SET_BUY_AMOUNT,hrINHOrbWw,KCT,670.92 
[532] CANCEL_SELL,xgci4T0tkO 
[533] QUOTE,UUcfl1X3U9,GUW 
[534] ADD,oAd3QaqYgz,87636.15 
[535] BUY,2GizxWZj6J,OSC,486.00 
[536] COMMIT_BUY,AwEXQhdKGW 
[537] CANCEL_SET_BUY,NmnabmB6tO,DBS 
[538] CANCEL_SET_SELL,x8GMbOCXJX,QJZ 
[539] QUOTE,hPnf9OsmbW,PFK 
[540] QUOTE,KnTBc3qwcr,UEC 
[541] SET_SELL_AMOUNT,69DAEr1YIe,PTP,50.13 
[542] BUY,WUsol6wtDm,KTU,394.64 
[543] BUY,gou39c5KlQ,JQJ,391.41 
[544] QUOTE,mR1GL8In4q,DED 
[545] SET_BUY_TRIGGER,eGGeSBtfEQ,FZB,62.40 
[546] COMMIT_BUY,xka9Jdr7ac 
[547] SET_SELL_AMOUNT,uWX4TGhR6O,QJZ,46.61 
[548] BUY,Rq5xFLYt6l,HYX,652.16 
[549] ADD,D6zA2CRl22,47899.14 
[550] DISPLAY_SUMMARY,9RCeWXbzj9 
[551] COMMIT_SELL,7Jo2brvLiF 
[552] SET_BUY_AMOUNT,xka9Jdr7ac,QJZ,433.38 
[553] QUOTE,XeYo2ezKey,FTJ 
[554] QUOTE,xKgBJKhIlx,AIN 
[555] DISPLAY_SUMMARY,BOvGL2MRxg 
[556] SELL,pIkIgs3Y8E,LSM,716.58 
[557] COMMIT_BUY,n9qniWnHrs 
[558] COMMIT_BUY,t56BLlGu3K 
[559] BUY,3mEsf51UBo,ILT,317.64 
[560] BUY,OO6PWyjuYk,ZAM,400.98 
[561] DISPLAY_SUMMARY,wYQUhjq8PE 
[562] COMMIT_BUY,Rq5xFLYt6l 
[563] SELL,vmBnGlfW5S,WYR,667.71 
[564] SET_SELL_TRIGGER,uWX4TGhR6O,QJZ,22.86 
[565] QUOTE,D6zA2CRl22,SYE 
[566] CANCEL_SET_BUY,REUXfFUthD,XOL 
[567] BUY,akVcdarOA3,LNJ,183.08 
[568] SELL,8IA1PUK3hd,VYQ,745.29 
[569] BUY,FjKEXA3hdZ,SZI,609.71 
[570] COMMIT_BUY,NcGvD9d4mj 
[571] SET_BUY_AMOUNT,Rq5xFLYt6l,QJZ,108.63 
[572] COMMIT_BUY,gou39c5KlQ 
[573] CANCEL_BUY,2xvOQRaMMK 
[574] DISPLAY_SUMMARY,e6JAmPjBmb 
[575] DISPLAY_SUMMARY,AwEXQhdKGW 
[576] DISPLAY_SUMMARY,HBbyhPrKJi 
[577] BUY,ugupCCzmJf,YDS,320.00 
[578] COMMIT_BUY,OO6PWyjuYk 
[579] ADD,TRCadzjH8F,85066.17 
[580] SET_BUY_TRIGGER,eGGeSBtfEQ,IHW,15.02 
[581] CANCEL_BUY,ZVyQqBS4Yw 
[582] DISPLAY_SUMMARY,uWX4TGhR6O 
[583] QUOTE,HPxIuj9S6A,FZB 
[584] SET_SELL_AMOUNT,NcGvD9d4mj,FQP,682.20 
[585] COMMIT_SELL,FjKEXA3hdZ 
[586] BUY,xKgBJKhIlx,VOU,120.65 
[587] BUY,oAd3QaqYgz,SHP,413.12 
[588] DISPLAY_SUMMARY,F3iruDCI8F 
[589] SET_BUY_AMOUNT,4vBuSX8YYJ,ZPD,87.71 
[590] QUOTE,69DAEr1YIe,OHG 
[591] ADD,F0mQHf8fev,59138.78 
[592] SET_BUY_TRIGGER,hQaIWhluU7,BHQ,153.81 
[593] SET_SELL_AMOUNT,hPnf9OsmbW,QJZ,312.25 
[594] SET_BUY_AMOUNT,F0mQHf8fev,RGH,103.17 
[595] SET_BUY_TRIGGER,lLn3fa1FIk,JUG,123.15 
[596] BUY,8xgyjkdphP,GYF,555.17 
[597] QUOTE,KnTBc3qwcr,QGL 
[598] SET_BUY_AMOUNT,xRR8b3q6bp,LEA,740.14 
[599] QUOTE,unNg5XYq8A,HMR 
[600] SET_BUY_AMOUNT,HBbyhPrKJi,QJZ,439.43 
[601] SET_BUY_TRIGGER,xRR8b3q6bp,LEA,41.52 
[602] CANCEL_BUY,2GizxWZj6J 
[603] CANCEL_BUY,8xgyjkdphP 
[604] BUY,TRCadzjH8F,KZQ,248.80 
[605] QUOTE,mR1GL8In4q,YCH 
[606] QUOTE,v2iT5RAbiA,FNY 
[607] COMMIT_BUY,3mEsf51UBo 
[608] COMMIT_BUY,WUsol6wtDm 
[609] SET_BUY_TRIGGER,hrINHOrbWw,KCT,151.99 
[610] SET_SELL_AMOUNT,oAd3QaqYgz,SCK,433.82 
[611] DISPLAY_SUMMARY,1uGQw5a691 
[612] SET_BUY_TRIGGER,ZVyQqBS4Yw,IHA,66.81 
[613] COMMIT_SELL,etWfSg2zBt 
[614] QUOTE,xgci4T0tkO,KAR 
[615] SET_BUY_TRIGGER,ooUBBK63Qe,RUN,40.42 
[616] BUY,REUXfFUthD,FYR,47.89 
[617] COMMIT_BUY,CetaglZj6n 
[618] ADD,UUcfl1X3U9,81791.27 
[619] BUY,mR1GL8In4q,LLF,421.90 
[620] DISPLAY_SUMMARY,YBTGw9v3Cl 
[621] COMMIT_BUY,xKgBJKhIlx 
[622] BUY,D6zA2CRl22,YZC,74.85 
[623] ADD,QXEQWDUSMg,75327.29 
[624] SET_SELL_TRIGGER,hPnf9OsmbW,QJZ,249.79 
[625] COMMIT_SELL,28VL4WCD6l 
[626] QUOTE,NmnabmB6tO,CMA 
[627] SELL,y5IWeezXEN,HTD,59.47 
[628] BUY,VEusTtq5S7,PDX,642.42 
[629] DISPLAY_SUMMARY,CetaglZj6n 
[630] SET_BUY_TRIGGER,F0mQHf8fev,RGH,71.55 
[631] SET_SELL_AMOUNT,FjKEXA3hdZ,QJZ,579.80 
[632] SET_SELL_TRIGGER,LtO7mQU2OX,KAF,181.45 
[633] QUOTE,LAu7ZpcWWv,ZAM 
[634] COMMIT_BUY,REUXfFUthD 
[635] SELL,ZVyQqBS4Yw,DLX,83.23 
[636] ADD,xRR8b3q6bp,55862.13 
[637] COMMIT_SELL,vmBnGlfW5S 
[638] BUY,KnTBc3qwcr,LLO,187.39 
[639] BUY,hrINHOrbWw,ZPD,371.60 
[640] ADD,km22Ao7dfo,93782.46 
[641] COMMIT_SELL,x8GMbOCXJX 
[642] SET_SELL_TRIGGER,1uGQw5a691,FFN,2.98 
[643] SET_BUY_TRIGGER,xka9Jdr7ac,FFI,70.30 
[644] SET_SELL_TRIGGER,BOvGL2MRxg,JCL,91.96 
[645] DISPLAY_SUMMARY,3mEsf51UBo 
[646] SET_BUY_TRIGGER,4vBuSX8YYJ,ZPD,49.15 
[647] COMMIT_BUY,ugupCCzmJf 
[648] BUY,x8GMbOCXJX,DVA,75.51 
[649] BUY,eGGeSBtfEQ,PUU,21.13 
[650] DISPLAY_SUMMARY,qE6dGnwk51 
[651] COMMIT_SELL,8IA1PUK3hd 
[652] BUY,kMcjEkmbDd,JQG,648.41 
[653] ADD,7Jo2brvLiF,52828.69 
[654] SET_SELL_TRIGGER,uWX4TGhR6O,OIV,34.72 
[655] DISPLAY_SUMMARY,8xgyjkdphP 
[656] BUY,q0Qp5MF3CI,ZEG,252.98 
[657] BUY,xgci4T0tkO,HHC,477.83 
[658] COMMIT_BUY,6bw5h7oAdg 
[659] ADD,UUcfl1X3U9,63908.45 
[660] ADD,n9qniWnHrs,89193.90 
[661] SET_SELL_TRIGGER,AwEXQhdKGW,KEO,1.00 
[662] QUOTE,QXEQWDUSMg,ECX 
[663] QUOTE,8pCSyzEP5L,ENQ 
[664] ADD,HBb0dWvkmH,80367.47 
[665] BUY,NmnabmB6tO,JRY,189.16 
[666] CANCEL_BUY,vRUafgIjuV 
[667] SET_BUY_AMOUNT,9RCeWXbzj9,QJZ,118.84 
[668] BUY,dALWhJa374,KJM,605.52 
[669] DISPLAY_SUMMARY,k5RWRveCOY 
[670] BUY,69DAEr1YIe,ZAM,335.05 
[671] CANCEL_BUY,pIkIgs3Y8E 
[672] BUY,YBTGw9v3Cl,ZNZ,66.91 
[673] SET_SELL_TRIGGER,etWfSg2zBt,ZUV,66.71 
[674] ADD,wYQUhjq8PE,72191.63 
[675] QUOTE,UUcfl1X3U9,VIG 
[676] CANCEL_SET_SELL,28VL4WCD6l,IWL 
[677] DISPLAY_SUMMARY,xETyPXWhj9 
[678] BUY,wYQUhjq8PE,KXF,678.79 
[679] COMMIT_SELL,kESyNMCJeA 
[680] SET_SELL_TRIGGER,LtO7mQU2OX,PIC,93.93 
[681] SET_BUY_AMOUNT,2xvOQRaMMK,XXP,148.13 
[682] COMMIT_BUY,kMcjEkmbDd 
[683] SET_BUY_TRIGGER,nV1jqGc3b6,NUL,8.59 
[684] COMMIT_BUY,YBTGw9v3Cl 
[685] DISPLAY_SUMMARY,OO6PWyjuYk 
[686] COMMIT_BUY,x8GMbOCXJX 
[687] CANCEL_SELL,D6zA2CRl22 
[688] SET_BUY_TRIGGER,HBbyhPrKJi,XII,90.22 
[689] ADD,kESyNMCJeA,52237.66 
[690] SET_SELL_TRIGGER,8xgyjkdphP,JCL,130.15 
[691] SELL,vmBnGlfW5S,LPS,180.83 
[692] QUOTE,e6JAmPjBmb,MVY 
[693] SET_BUY_AMOUNT,2GizxWZj6J,XXP,65.59 
[694] QUOTE,hQaIWhluU7,OEN 
[695] QUOTE,mR1GL8In4q,DBT 
[696] COMMIT_BUY,dALWhJa374 
[697] SET_BUY_TRIGGER,ugupCCzmJf,ZWZ,153.46 
[698] DISPLAY_SUMMARY,xKgBJKhIlx 
[699] ADD,FOsYiQU5Qk,61898.83 
[700] SET_SELL_AMOUNT,pIkIgs3Y8E,GPM,685.49 
[701] COMMIT_BUY,akVcdarOA3 
[702] SELL,xka9Jdr7ac,QJZ,701.26 
[703] BUY,TViJpUe5JR,OZT,587.44 
[704] DISPLAY_SUMMARY,2xvOQRaMMK 
[705] COMMIT_BUY,hrINHOrbWw 
[706] SET_SELL_TRIGGER,FLeNlw500v,DBT,19.44 
[707] ADD,UUcfl1X3U9,78580.93 
[708] QUOTE,D6zA2CRl22,YWC 
[709] QUOTE,69DAEr1YIe,ZCQ 
[710] SET_SELL_TRIGGER,FjKEXA3hdZ,QJZ,191.72 
[711] SET_BUY_AMOUNT,3mEsf51UBo,QJZ,667.63 
[712] ADD,hrINHOrbWw,103052.93 
[713] COMMIT_BUY,xRR8b3q6bp 
[714] ADD,D6zA2CRl22,69914.02 
[715] SELL,6bw5h7oAdg,QJZ,446.00 
[716] SET_BUY_TRIGGER,F3iruDCI8F,QOD,190.77 
[717] SELL,uzApK6tlMI,QJZ,571.80 
[718] CANCEL_SELL,uzApK6tlMI 
[719] ADD,lLn3fa1FIk,86353.79 
[720] ADD,69DAEr1YIe,68708.12 
[721] SET_BUY_TRIGGER,3mEsf51UBo,QXE,342.06 
[722] SET_BUY_TRIGGER,2GizxWZj6J,XXP,49.23 
[723] SET_BUY_TRIGGER,2GizxWZj6J,GRD,115.30 
[724] SET_BUY_TRIGGER,8IA1PUK3hd,ALV,167.65 
[725] ADD,ooUBBK63Qe,63279.77 
[726] BUY,lLn3fa1FIk,OOI,594.59 
[727] SET_BUY_TRIGGER,OO6PWyjuYk,VMT,69.48 
[728] QUOTE,XwKSBoZ6lO,OOR 
[729] QUOTE,28VL4WCD6l,OTD 
[730] SELL,WUsol6wtDm,QJZ,148.64 
[731] CANCEL_SET_SELL,NcGvD9d4mj,FQP 
[732] SET_SELL_AMOUNT,JZJCffUI5S,NHB,75.65 
[733] DISPLAY_SUMMARY,NcGvD9d4mj 
[734] QUOTE,gou39c5KlQ,CNN 
[735] SET_BUY_TRIGGER,HPxIuj9S6A,KPU,91.74 
[736] ADD,8IA1PUK3hd,85308.66 
[737] QUOTE,mR1GL8In4q,GTB 
[738] BUY,n9qniWnHrs,MER,598.44 
[739] BUY,0oVAF91nA3,VOU,36.60 
[740] COMMIT_BUY,q0Qp5MF3CI 
[741] ADD,x8GMbOCXJX,65893.38 
[742] BUY,x8GMbOCXJX,DTG,576.68 
[743] CANCEL_BUY,eGGeSBtfEQ 
[744] SET_SELL_TRIGGER,pIkIgs3Y8E,GPM,107.89 
[745] CANCEL_SET_BUY,NcGvD9d4mj,SNU 
[746] SELL,oAd3QaqYgz,ZUV,631.44 
[747] DISPLAY_SUMMARY,v2iT5RAbiA 
[748] SET_SELL_TRIGGER,HPxIuj9S6A,PLA,135.23 
[749] BUY,UUcfl1X3U9,GSW,369.59 
[750] BUY,q0Qp5MF3CI,LLE,309.23 
[751] ADD,HPxIuj9S6A,64400.34 
[752] QUOTE,BOvGL2MRxg,OSA 
[753] DISPLAY_SUMMARY,aMMzTGXVGg 
[754] ADD,kryOHlcACM,78318.39 
[755] BUY,LAu7ZpcWWv,OBR,154.19 
[756] SELL,vRUafgIjuV,BEC,171.85 
[757] BUY,8IA1PUK3hd,FFZ,492.69 
[758] SET_BUY_AMOUNT,FjKEXA3hdZ,QJZ,294.71 
[759] QUOTE,gou39c5KlQ,OYW 
[760] BUY,HBbyhPrKJi,HRJ,690.03 
[761] SELL,REUXfFUthD,QJZ,469.49 
[762] QUOTE,HBb0dWvkmH,TVP 
[763] ADD,nV1jqGc3b6,77392.41 
[764] COMMIT_BUY,x8GMbOCXJX 
[765] QUOTE,uWX4TGhR6O,HGG 
[766] SET_BUY_TRIGGER,CetaglZj6n,UGT,15.65 
[767] SET_SELL_AMOUNT,uzApK6tlMI,QJZ,322.26 
[768] BUY,XeYo2ezKey,HQU,584.92 
[769] SET_BUY_AMOUNT,qE6dGnwk51,QJZ,321.23 
[770] COMMIT_BUY,lLn3fa1FIk 
[771] ADD,xKgBJKhIlx,61912.10 
[772] CANCEL_SET_SELL,TViJpUe5JR,PYM 
[773] ADD,8pCSyzEP5L,50326.73 
[774] COMMIT_BUY,LAu7ZpcWWv 
[775] QUOTE,kryOHlcACM,MOS 
[776] QUOTE,UuEeoiTzyl,FPV 
[777] DISPLAY_SUMMARY,mR1GL8In4q 
[778] COMMIT_BUY,0oVAF91nA3 
[779] SET_BUY_TRIGGER,LtO7mQU2OX,NLT,44.09 
[780] CANCEL_BUY,n9qniWnHrs 
[781] DISPLAY_SUMMARY,e7Zw0RBCl6 
[782] COMMIT_BUY,9Z89FNPK7B 
[783] COMMIT_BUY,KnTBc3qwcr 
[784] ADD,F3iruDCI8F,76045.66 
[785] DISPLAY_SUMMARY,e7Zw0RBCl6 
[786] SET_BUY_TRIGGER,FjKEXA3hdZ,XYV,184.52 
[787] COMMIT_SELL,y5IWeezXEN 
[788] BUY,BOvGL2MRxg,QXE,136.28 
[789] DISPLAY_SUMMARY,mR1GL8In4q 
[790] SET_SELL_AMOUNT,oAd3QaqYgz,BTA,55.39 
[791] BUY,KnTBc3qwcr,RVU,440.36 
[792] SET_BUY_AMOUNT,e7Zw0RBCl6,QJZ,116.10 
[793] COMMIT_BUY,BOvGL2MRxg 
[794] DISPLAY_SUMMARY,KnTBc3qwcr 
[795] QUOTE,uWX4TGhR6O,WPG 
[796] BUY,hrINHOrbWw,CMD,214.77 
[797] COMMIT_SELL,xETyPXWhj9 
[798] BUY,cehNQrvm7R,SFR,739.59 
[799] DISPLAY_SUMMARY,9Z89FNPK7B 
[800] COMMIT_BUY,6bw5h7oAdg 
[801] SET_SELL_TRIGGER,1uGQw5a691,KEV,121.49 
[802] COMMIT_SELL,REUXfFUthD 
[803] COMMIT_BUY,XeYo2ezKey 
[804] BUY,e6JAmPjBmb,EOY,716.25 
[805] ADD,CetaglZj6n,73801.57 
[806] COMMIT_BUY,8IA1PUK3hd 
[807] SET_SELL_TRIGGER,oAd3QaqYgz,BTA,17.45 
[808] SET_SELL_TRIGGER,uzApK6tlMI,QJZ,17.30 
[809] ADD,dALWhJa374,82803.19 
[810] SET_SELL_AMOUNT,F0mQHf8fev,SUS,88.20 
[811] DISPLAY_SUMMARY,k5RWRveCOY 
[812] QUOTE,69DAEr1YIe,SEI 
[813] SET_SELL_AMOUNT,v2iT5RAbiA,QJZ,34.19 
[814] SET_SELL_TRIGGER,x8GMbOCXJX,PDB,86.70 
[815] ADD,69DAEr1YIe,56524.63 
[816] QUOTE,oAd3QaqYgz,MIU 
[817] BUY,8xgyjkdphP,ZMK,506.12 
[818] BUY,km22Ao7dfo,FSD,617.18 
[819] QUOTE,unNg5XYq8A,ROW 
[820] QUOTE,aMMzTGXVGg,MRH 
[821] QUOTE,28VL4WCD6l,DHA 
[822] ADD,YBTGw9v3Cl,57165.94 
[823] CANCEL_SET_BUY,vRUafgIjuV,GED 
[824] QUOTE,AwEXQhdKGW,MOS 
[825] COMMIT_BUY,cehNQrvm7R 
[826] COMMIT_SELL,vmBnGlfW5S 
[827] BUY,TViJpUe5JR,VCN,34.92 
[828] DISPLAY_SUMMARY,vmBnGlfW5S 
[829] BUY,oAd3QaqYgz,PCR,653.91 
[830] QUOTE,hQaIWhluU7,HQU 
[831] BUY,nV1jqGc3b6,IWL,680.10 
[832] BUY,KnTBc3qwcr,MQF,670.38 
[833] CANCEL_SET_BUY,ugupCCzmJf,KAF 
[834] QUOTE,nV1jqGc3b6,MKE 
[835] SET_BUY_AMOUNT,1uGQw5a691,BZX,676.15 
[836] CANCEL_SELL,28VL4WCD6l 
[837] CANCEL_BUY,VEusTtq5S7 
[838] BUY,LtO7mQU2OX,RVU,274.12 
[839] BUY,F3iruDCI8F,FYA,150.60 
[840] QUOTE,D6zA2CRl22,YIQ 
[841] QUOTE,dALWhJa374,XEA 
[842] DISPLAY_SUMMARY,HPxIuj9S6A 
[843] SELL,k5RWRveCOY,QJZ,201.26 
[844] SET_BUY_AMOUNT,LAu7ZpcWWv,QJZ,429.65 
[845] COMMIT_BUY,U4jQmk30QS 
[846] COMMIT_BUY,xka9Jdr7ac 
[847] QUOTE,aMMzTGXVGg,YWC 
[848] SELL,hrINHOrbWw,QJZ,351.15 
[849] SET_SELL_AMOUNT,xka9Jdr7ac,QJZ,389.96 
[850] CANCEL_BUY,UUcfl1X3U9 
[851] COMMIT_BUY,km22Ao7dfo 
[852] COMMIT_BUY,F3iruDCI8F 
[853] SET_BUY_AMOUNT,lLn3fa1FIk,FQP,92.01 
[854] CANCEL_SET_SELL,kryOHlcACM,COE 
[855] ADD,pIkIgs3Y8E,83042.37 
[856] CANCEL_BUY,UuEeoiTzyl 
[857] BUY,YBTGw9v3Cl,YAV,6.13 
[858] SELL,28VL4WCD6l,QJZ,107.02 
[859] QUOTE,x8GMbOCXJX,OKK 
[860] BUY,QXEQWDUSMg,PST,574.70 
[861] ADD,UuEeoiTzyl,69733.80 
[862] SET_BUY_TRIGGER,1uGQw5a691,BZX,304.50 
[863] SET_SELL_TRIGGER,v2iT5RAbiA,QJZ,19.11 
[864] CANCEL_SET_SELL,XwKSBoZ6lO,CEC 
[865] BUY,nV1jqGc3b6,URD,299.67 
[866] BUY,x8GMbOCXJX,KES,237.82 
[867] COMMIT_SELL,k5RWRveCOY 
[868] QUOTE,xKgBJKhIlx,IPH 
[869] CANCEL_SET_BUY,akVcdarOA3,FTP 
[870] DISPLAY_SUMMARY,HGsodwsfKO 
[871] SET_SELL_TRIGGER,xka9Jdr7ac,QJZ,187.00 
[872] ADD,4vBuSX8YYJ,80370.06 
[873] SELL,D6zA2CRl22,QJZ,599.49 
[874] SELL,mR1GL8In4q,YVX,329.53 
[875] QUOTE,hQaIWhluU7,EOS 
[876] COMMIT_BUY,QXEQWDUSMg 
[877] CANCEL_BUY,WUsol6wtDm 
[878] COMMIT_BUY,8xgyjkdphP 
[879] COMMIT_BUY,oAd3QaqYgz 
[880] ADD,BOvGL2MRxg,67144.51 
[881] BUY,AwEXQhdKGW,VQA,143.87 
[882] COMMIT_SELL,LX1FeVjg6k 
[883] ADD,OO6PWyjuYk,68096.22 
[884] BUY,etWfSg2zBt,KTU,355.29 
[885] SET_BUY_TRIGGER,v2iT5RAbiA,ZWC,56.78 
[886] ADD,FLeNlw500v,53899.93 
[887] SET_SELL_AMOUNT,8IA1PUK3hd,QJZ,698.77 
[888] BUY,xKgBJKhIlx,SKY,195.03 
[889] SET_SELL_AMOUNT,7Jo2brvLiF,CBY,584.61 
[890] SELL,0oVAF91nA3,QJZ,556.94 
[891] DISPLAY_SUMMARY,8xgyjkdphP 
[892] QUOTE,OO6PWyjuYk,PPY 
[893] CANCEL_SET_BUY,xgci4T0tkO,NIR 
[894] SET_BUY_TRIGGER,oAd3QaqYgz,FKZ,88.27 
[895] BUY,g3Xh0OB6vf,GIK,4.69 
[896] BUY,uzApK6tlMI,JIO,525.91 
[897] DISPLAY_SUMMARY,LX1FeVjg6k 
[898] SET_BUY_TRIGGER,LAu7ZpcWWv,HNW,83.85 
[899] SET_BUY_TRIGGER,2GizxWZj6J,FVZ,15.38 
[900] COMMIT_SELL,0oVAF91nA3 
[901] BUY,gou39c5KlQ,NAR,86.01 
[902] QUOTE,7UUhSRHInh,KPE 
[903] COMMIT_BUY,TViJpUe5JR 
[904] ADD,NcGvD9d4mj,73016.21 
[905] DISPLAY_SUMMARY,k5RWRveCOY 
[906] CANCEL_SET_BUY,lLn3fa1FIk,BTP 
[907] BUY,p876fU7BEx,DBS,683.64 
[908] QUOTE,UuEeoiTzyl,SFO 
[909] QUOTE,3mEsf51UBo,IFU 
[910] ADD,HBb0dWvkmH,43350.34 
[911] ADD,8xgyjkdphP,77175.97 
[912] SET_SELL_TRIGGER,JZJCffUI5S,NHB,53.10 
[913] COMMIT_SELL,28VL4WCD6l 
[914] QUOTE,69DAEr1YIe,QTU 
[915] ADD,hQaIWhluU7,95940.06 
[916] CANCEL_SET_BUY,x8GMbOCXJX,PJW 
[917] CANCEL_SET_SELL,e6JAmPjBmb,XXT 
[918] SET_BUY_AMOUNT,q0Qp5MF3CI,FQP,560.76 
[919] COMMIT_BUY,YBTGw9v3Cl 
[920] SET_SELL_TRIGGER,TRCadzjH8F,NEV,84.33 
[921] DISPLAY_SUMMARY,D6zA2CRl22 
[922] CANCEL_BUY,g3Xh0OB6vf 
[923] DISPLAY_SUMMARY,km22Ao7dfo 
[924] SELL,e7Zw0RBCl6,QJZ,504.01 
[925] BUY,HBb0dWvkmH,SHP,172.92 
[926] ADD,9Z89FNPK7B,63435.37 
[927] DISPLAY_SUMMARY,UUcfl1X3U9 
[928] ADD,YBTGw9v3Cl,95960.65 
[929] ADD,LX1FeVjg6k,82099.12 
[930] BUY,pIkIgs3Y8E,RRT,75.74 
[931] CANCEL_SET_BUY,UuEeoiTzyl,RUN 
[932] COMMIT_BUY,pIkIgs3Y8E 
[933] SET_BUY_AMOUNT,69DAEr1YIe,FFN,618.30 
[934] CANCEL_SET_BUY,uzApK6tlMI,ZPD 
[935] SET_BUY_AMOUNT,6bw5h7oAdg,QJZ,681.41 
[936] SET_BUY_TRIGGER,qE6dGnwk51,NBX,287.66 
[937] SET_SELL_TRIGGER,km22Ao7dfo,OAV,0.14 
[938] SELL,kryOHlcACM,FQP,50.73 
[939] ADD,2GizxWZj6J,79118.01 
[940] QUOTE,eGGeSBtfEQ,LVT 
[941] BUY,pIkIgs3Y8E,SBT,319.86 
[942] DISPLAY_SUMMARY,km22Ao7dfo 
[943] DISPLAY_SUMMARY,1uGQw5a691 
[944] SET_SELL_TRIGGER,AnPcs8yTdQ,POE,41.43 
[945] SET_SELL_TRIGGER,7Jo2brvLiF,CBY,562.07 
[946] SET_BUY_TRIGGER,cehNQrvm7R,FPV,140.75 
[947] SET_BUY_TRIGGER,hBEPbg75Qp,ZZD,171.99 
[948] DISPLAY_SUMMARY,oAd3QaqYgz 
[949] BUY,8pCSyzEP5L,NVX,588.10 
[950] SET_SELL_AMOUNT,uzApK6tlMI,QJZ,639.68 
[951] SET_SELL_TRIGGER,9Z89FNPK7B,TYV,181.20 
[952] SET_SELL_AMOUNT,e7Zw0RBCl6,QJZ,555.48 
[953] BUY,28VL4WCD6l,KDG,290.75 
[954] SET_BUY_TRIGGER,6bw5h7oAdg,JRJ,276.83 
[955] CANCEL_BUY,nV1jqGc3b6 
[956] SET_SELL_AMOUNT,REUXfFUthD,QJZ,189.58 
[957] SET_BUY_TRIGGER,q0Qp5MF3CI,QGL,492.63 
[958] BUY,FLeNlw500v,TOL,422.10 
[959] CANCEL_SET_SELL,KnTBc3qwcr,BPE 
[960] BUY,NcGvD9d4mj,CSZ,670.81 
[961] QUOTE,kESyNMCJeA,PUN 
[962] SELL,F3iruDCI8F,QJZ,666.37 
[963] DISPLAY_SUMMARY,n9qniWnHrs 
[964] QUOTE,unNg5XYq8A,GMS 
[965] COMMIT_SELL,F3iruDCI8F 
[966] SET_BUY_AMOUNT,dALWhJa374,QJZ,713.92 
[967] SELL,XwKSBoZ6lO,QJZ,172.61 
[968] BUY,LX1FeVjg6k,STQ,416.45 
[969] BUY,kryOHlcACM,CBK,441.01 
[970] COMMIT_BUY,AwEXQhdKGW 
[971] DISPLAY_SUMMARY,CetaglZj6n 
[972] ADD,UuEeoiTzyl,61518.00 
[973] SET_BUY_TRIGGER,n9qniWnHrs,KLY,138.94 
[974] SELL,D6zA2CRl22,QJZ,239.62 
[975] BUY,YBTGw9v3Cl,NJF,627.71 
[976] CANCEL_SET_SELL,y5IWeezXEN,HRJ 
[977] SET_SELL_TRIGGER,lLn3fa1FIk,UTL,186.13 
[978] ADD,hPnf9OsmbW,74482.07 
[979] COMMIT_SELL,hrINHOrbWw 
[980] ADD,JZJCffUI5S,77058.27 
[981] COMMIT_SELL,mR1GL8In4q 
[982] QUOTE,eGGeSBtfEQ,MWM 
[983] QUOTE,TViJpUe5JR,WJB 
[984] BUY,FOsYiQU5Qk,FLD,113.89 
[985] QUOTE,F0mQHf8fev,NNW 
[986] SET_BUY_TRIGGER,Rq5xFLYt6l,SOA,5.86 
[987] SET_BUY_TRIGGER,cehNQrvm7R,IDN,61.84 
[988] BUY,v2iT5RAbiA,NTB,597.01 
[989] QUOTE,LX1FeVjg6k,SYL 
[990] COMMIT_BUY,NcGvD9d4mj 
[991] CANCEL_SELL,cehNQrvm7R 
[992] SELL,BOvGL2MRxg,FQP,598.34 
[993] QUOTE,UuEeoiTzyl,ONI 
[994] SELL,6bw5h7oAdg,QJZ,653.18 
[995] QUOTE,kESyNMCJeA,KIP 
[996] CANCEL_SELL,ZVyQqBS4Yw 
[997] QUOTE,8xgyjkdphP,WKE 
[998] SET_BUY_TRIGGER,dALWhJa374,KAO,644.25 
[999] COMMIT_BUY,p876fU7BEx 
[1000] SET_SELL_TRIGGER,REUXfFUthD,QJZ,125.00 
[1001] BUY,hPnf9OsmbW,EYY,561.25 
[1002] SET_SELL_AMOUNT,NcGvD9d4mj,KDA,230.93 
[1003] SET_BUY_TRIGGER,69DAEr1YIe,FFN,391.72 
[1004] COMMIT_BUY,xKgBJKhIlx 
[1005] QUOTE,1uGQw5a691,SAR 
[1006] DISPLAY_SUMMARY,UuEeoiTzyl 
